	yuanlai	yuce	shaixuan
厚朴花、牛黄。厚朴花。辛,微苦。牛黄。苦,甘。厚朴花。温。牛黄。凉。厚朴花。胃,脾,肺。行气牛黄心,肝清热,开窍,清心,解毒。	0	0	0
半夏、秫米。半夏：辛、温、有毒。秫米：甘，微寒，无毒。 。半夏：归脾、胃经。秫米：归肺、胃、大肠经。 半夏：燥湿化痰，降逆止呕，消痞散结。秫米：祛风除湿，和胃安神，解毒敛疮。 。	0	1	-1
白果、木蝴蝶。白果。涩,苦,甘。木蝴蝶。微苦,甘。白果。平。木蝴蝶。微寒。白果。肾,肺。止带,敛肺,缩尿木蝴蝶肝,胃,肺生肌,利咽,润肺,疏肝,和胃,敛疮。	0	0	0
大青叶、天花粉。大青叶。苦。天花粉。微苦,甘。大青叶。寒。天花粉。微寒。大青叶。心,肝,胃,脾。清热,凉血,解毒天花粉肺,胃清热,化痰,生津,润肺,消肿。	0	0	0
甘草梢、竹叶。甘草梢。甘。竹叶。淡,甘。甘草梢。寒。竹叶。寒。甘草梢。心,肝,脾。解毒,通淋,利尿,泻火竹叶心,胃,肺清热,除烦,利尿,生津。	0	0	0
石斛、薄荷。石斛。甘。薄荷。辛。石斛。微寒。薄荷。凉。石斛。肾,胃,肺。滋阴,润肺,明目,强腰,生津,清热薄荷肝,肺利咽,解郁,透疹。	0	0	0
白头翁、淫羊藿。白头翁。苦。淫羊藿。甘,辛。白头翁。寒。淫羊藿。温。白头翁。胃,大肠。凉血,解毒,止痢,杀虫,清热淫羊藿肾,肝补肾,祛风,强筋,除湿。	0	0	0
桑寄生、石菖蒲。桑寄生。甘,苦。石菖蒲。辛,苦。桑寄生。平。石菖蒲。微温。桑寄生。肝,肾。补肝,祛风,安胎,强筋石菖蒲心,脾,肝开窍,化痰,行气,消肿,止痛,祛风。	0	0	0
秦皮、银柴胡。秦皮。苦,涩。银柴胡。甘。秦皮。寒。银柴胡。微寒。秦皮。大肠。清热,明目,清肝,平喘,止咳银柴胡胃,肝清虚热,除疳热。	0	0	0
补骨脂、川贝母。补骨脂。辛,苦。川贝母。甘。补骨脂。温。川贝母。微寒。补骨脂。脾,心包,肾,胃,肺。助阳,温脾,止泻,补肾,平喘,纳气川贝母心,肺清热,化痰,散结,消肿,止咳,润肺。	0	0	0
蟾酥、川楝子。蟾酥。辛。川楝子。苦。蟾酥。温。川楝子。0。蟾酥。心。消肿,解毒,止痛,辟秽川楝子膀胱止痛,杀虫,行气,疏肝。	0	0	0
地锦草、侧柏叶。地锦草。辛。侧柏叶。涩,苦。地锦草。平。侧柏叶。微寒。地锦草。肝,膀胱,胃,大肠,肺。清热,活血,退黄,解毒,止血侧柏叶肝,大肠,肺止咳,祛风,祛痰,凉血,止血。	0	0	0
五加皮、薤白。五加皮。微甘,苦,辛。薤白。辛,苦。五加皮。温。薤白。0。五加皮。肾,肝。祛风,补肝,强筋,活血薤白心,大肠,胃,肺宽胸,通阳,散结,理气。	0	0	0
槟榔、茯苓皮。槟榔：苦辛、温。茯苓皮：甘淡，平，无毒。 。槟榔：归脾、胃、大肠经。茯苓皮：归肾、膀胱经。 槟榔：杀虫消积，下气通便，利水消肿。茯苓皮：利水消肿。 。	0	1	-1
甘草梢、大戟。甘草梢。甘。大戟。苦,辛。甘草梢。寒。大戟。寒。甘草梢。心,肝,脾。解毒,通淋,利尿,泻火大戟膀胱,脾,肺,肾,肝散结,消肿,泻水,逐饮。	0	0	0
茺蔚子、白及。茺蔚子。辛,甘。白及。苦,甘,涩。茺蔚子。微寒。白及。寒。茺蔚子。肝。清肝,明目,活血,调经白及胃,肺消肿,止血,生肌,收敛。	0	0	0
甜瓜子、麻黄根。甜瓜子。甘。麻黄根。微苦,甘。甜瓜子。寒。麻黄根。平。甜瓜子。大肠,肺,胃。清肺,散结,润肠麻黄根肺止汗。	0	0	0
皂荚子、桑寄生。皂荚子。辛。桑寄生。甘,苦。皂荚子。温。桑寄生。平。皂荚子。大肠,肺。祛风,散热,散结,润肠,通便,化痰桑寄生肝,肾补肝,祛风,安胎,强筋。	0	0	0
粳米、冬瓜子。粳米。甘。冬瓜子。甘。粳米。平。冬瓜子。微寒。粳米。胃,肺,脾。补气,健脾,除烦,止泻冬瓜子肺,大肠清肺,消痈,排脓,化痰。	0	0	0
楮实、石菖蒲。楮实。甘。石菖蒲。辛,苦。楮实。寒。石菖蒲。微温。楮实。肝,脾,肾。清肝,利水,明目,健脾石菖蒲心,脾,肝开窍,化痰,行气,消肿,止痛,祛风。	0	0	0
大戟、沙参。大戟。苦,辛。沙参。甘,微苦。大戟。寒。沙参。微寒。大戟。膀胱,脾,肺,肾,肝。散结,消肿,泻水,逐饮沙参胃,肺生津,清热,化痰,润肺。	0	0	0
禹余粮、葱白。禹余粮。咸。葱白。辛。禹余粮。平,寒。葱白。温。禹余粮。大肠,胃,脾。涩肠,止带,止血葱白胃,肺杀虫,通阳,解毒。	1	0	1
野菊花、白薇。野菊花。苦,辛。白薇。苦,咸。野菊花。平。白薇。寒。野菊花。肝,肺。疏风,清热,解毒,平肝白薇胃,肺解毒,利尿,疗疮,通淋,清热。	1	0	1
木蝴蝶、枳壳。木蝴蝶。微苦,甘。枳壳。酸,苦。木蝴蝶。微寒。枳壳。微寒。木蝴蝶。肝,胃,肺。生肌,利咽,润肺,疏肝,和胃,敛疮枳壳肺,胃,大肠,肝,脾消积,理气,行滞,宽胸。	0	0	0
胡桃仁、紫草。胡桃仁。甘,涩。紫草。苦。胡桃仁。温。紫草。寒。胡桃仁。肝,肺,肾。温肺,润肠,通便,补肾,固精紫草心活血,解毒,凉血,透疹。	0	0	0
白头翁、熟地黄。白头翁。苦。熟地黄。甘。白头翁。寒。熟地黄。温。白头翁。胃,大肠。凉血,解毒,止痢,杀虫,清热熟地黄肝,肾补血,填髓,益精。	0	0	0
佩兰、珍珠母。佩兰。辛。珍珠母。甘,咸。佩兰。平。珍珠母。寒。佩兰。脾,胃。解暑,和中,辟秽珍珠母心,肝明目,清肝,平肝,安神,潜阳,定惊。	0	0	0
厚朴花、黄精。厚朴花。辛,微苦。黄精。甘。厚朴花。温。黄精。平。厚朴花。胃,脾,肺。行气黄精脾,肺,肾润肺。	0	0	0
土贝母、独活。土贝母。苦。独活。辛,苦。土贝母。凉。独活。0。土贝母。脾,肺。清热,散结,化痰独活膀胱,肾祛风,止痛,散寒。	0	0	0
粳米、龙胆草。粳米。甘。龙胆草。苦。粳米。平。龙胆草。寒。粳米。胃,肺,脾。补气,健脾,除烦,止泻龙胆草肝,胆定惊,清热。	0	0	0
玉竹、大腹皮。玉竹。甘。大腹皮。辛。玉竹。平。大腹皮。微温。玉竹。胃,肺。滋阴,润肺,生津大腹皮大肠,小肠,胃,脾消肿。	0	0	0
白鲜皮、罂粟壳。白鲜皮。咸,苦。罂粟壳。涩,酸。白鲜皮。寒。罂粟壳。寒。白鲜皮。脾,小肠,膀胱,胃,肺。祛风,清热,止痒,解毒罂粟壳大肠,肺,肾固肾,止痛,敛肺,涩肠。	0	0	0
冬瓜子、石决明。冬瓜子。甘。石决明。咸。冬瓜子。微寒。石决明。寒。冬瓜子。肺,大肠。清肺,消痈,排脓,化痰石决明肝清热,明目,平肝。	0	0	0
淡豆豉、珍珠母。淡豆豉。辛,苦。珍珠母。甘,咸。淡豆豉。平。珍珠母。寒。淡豆豉。心,膀胱,三焦,胃,小肠,肺。解肌,除烦珍珠母心,肝明目,清肝,平肝,安神,潜阳,定惊。	0	0	0
分心木、大戟。分心木。苦,涩。大戟。苦,辛。分心木。平。大戟。寒。分心木。肾,脾。止带,止泻,缩尿,止血大戟膀胱,脾,肺,肾,肝散结,消肿,泻水,逐饮。	0	0	0
大黄、肉桂。大黄：苦、寒。肉桂、辛甘、热。 。大黄：归胃、大肠、肝经。肉桂：辛甘、热。归肾、脾、膀胱经。 大黄：泻热毒，破积滞，行瘀血。肉桂：补元气，暖脾胃，除积冷，通血脉。 。	0	1	-1
沙参、葱白。沙参。甘,微苦。葱白。辛。沙参。微寒。葱白。温。沙参。胃,肺。生津,清热,化痰,润肺葱白胃,肺杀虫,通阳,解毒。	0	0	0
白头翁、茵陈蒿。白头翁。苦。茵陈蒿。微苦,微辛。白头翁。寒。茵陈蒿。微寒。白头翁。胃,大肠。凉血,解毒,止痢,杀虫,清热茵陈蒿胃,膀胱,脾退黄,清热。	0	0	0
藜芦、禹余粮。藜芦。苦,辛。禹余粮。咸。藜芦。寒。禹余粮。平,寒。藜芦。肝,胃,肺。杀虫禹余粮大肠,胃,脾涩肠,止带,止血。	0	0	0
荷叶、石决明。荷叶。涩,苦。石决明。咸。荷叶。平。石决明。寒。荷叶。心,肝,胆,肺,脾。散瘀,止血,清热,解暑石决明肝清热,明目,平肝。	0	0	0
太子参、皂荚子。太子参。微苦,甘。皂荚子。辛。太子参。微寒。皂荚子。温。太子参。肺。生津皂荚子大肠,肺祛风,散热,散结,润肠,通便,化痰。	0	0	0
羚羊角、川贝母。羚羊角。咸。川贝母。甘。羚羊角。寒。川贝母。微寒。羚羊角。心,肝。明目,清肝,解毒,凉血,平肝川贝母心,肺清热,化痰,散结,消肿,止咳,润肺。	0	0	0
藜芦、葱白。藜芦。苦,辛。葱白。辛。藜芦。寒。葱白。温。藜芦。肝,胃,肺。杀虫葱白胃,肺杀虫,通阳,解毒。	0	0	0
木蝴蝶、丝瓜络。木蝴蝶。微苦,甘。丝瓜络。苦。木蝴蝶。微寒。丝瓜络。凉。木蝴蝶。肝,胃,肺。生肌,利咽,润肺,疏肝,和胃,敛疮丝瓜络肝,胃,肺消肿,解毒,通经。	0	0	0
白鲜皮、小蓟。白鲜皮。咸,苦。小蓟。甘,微苦。白鲜皮。寒。小蓟。凉。白鲜皮。脾,小肠,膀胱,胃,肺。祛风,清热,止痒,解毒小蓟肝,脾止血,清热,凉血,消肿。	0	0	0
小蓟、白及。小蓟。甘,微苦。白及。苦,甘,涩。小蓟。凉。白及。寒。小蓟。肝,脾。止血,清热,凉血,消肿白及胃,肺消肿,止血,生肌,收敛。	0	0	0
炮姜、枸杞子。炮姜。苦,辛。枸杞子。甘。炮姜。温。枸杞子。平。炮姜。肝,脾,胃。温经,止泻,止血,温中枸杞子肝,肺,肾润肺。	0	0	0
分心木、淫羊藿。分心木。苦,涩。淫羊藿。甘,辛。分心木。平。淫羊藿。温。分心木。肾,脾。止带,止泻,缩尿,止血淫羊藿肾,肝补肾,祛风,强筋,除湿。	0	0	0
旋覆花、檀香。旋覆花。苦,辛,咸。檀香。辛。旋覆花。微温。檀香。温。旋覆花。胃,大肠,肺。降气,止呕檀香胃,肺,脾散寒,行气,止痛。	1	0	1
独活、莱菔子。独活。辛,苦。莱菔子。甘,辛。独活。0。莱菔子。平。独活。膀胱,肾。祛风,止痛,散寒莱菔子大肠,肺,胃,脾降气,消食,化痰。	0	0	0
胡黄连、瞿麦。胡黄连。苦。瞿麦。苦。胡黄连。寒。瞿麦。寒。胡黄连。肝,胃,大肠。解毒,泻火,清热瞿麦心,肝,膀胱,小肠通经,活血。	0	0	0
白果、侧柏叶。白果。涩,苦,甘。侧柏叶。涩,苦。白果。平。侧柏叶。微寒。白果。肾,肺。止带,敛肺,缩尿侧柏叶肝,大肠,肺止咳,祛风,祛痰,凉血,止血。	0	0	0
茵陈蒿、枸杞子。茵陈蒿。微苦,微辛。枸杞子。甘。茵陈蒿。微寒。枸杞子。平。茵陈蒿。胃,膀胱,脾。退黄,清热枸杞子肝,肺,肾润肺。	1	0	1
大蒜、皂荚子。大蒜。辛。皂荚子。辛。大蒜。温。皂荚子。温。大蒜。大肠,肺,胃,脾。温中,杀虫,解毒,行滞皂荚子大肠,肺祛风,散热,散结,润肠,通便,化痰。	0	0	0
荷梗、白及。荷梗。苦。白及。苦,甘,涩。荷梗。平。白及。寒。荷梗。脾,膀胱。解暑,清热,理气白及胃,肺消肿,止血,生肌,收敛。	0	0	0
五加皮、赤石脂。五加皮。微甘,苦,辛。赤石脂。甘,酸,涩。五加皮。温。赤石脂。温。五加皮。肾,肝。祛风,补肝,强筋,活血赤石脂心,脾,胃,大肠止血,收敛,敛疮,生肌,涩肠。	0	0	0
伏龙肝、秦皮。伏龙肝。辛。秦皮。苦,涩。伏龙肝。温。秦皮。寒。伏龙肝。肝,胃,脾。温中,止呕,止泻,止血秦皮大肠清热,明目,清肝,平喘,止咳。	0	0	0
荷梗、牛黄。荷梗。苦。牛黄。苦,甘。荷梗。平。牛黄。凉。荷梗。脾,膀胱。解暑,清热,理气牛黄心,肝清热,开窍,清心,解毒。	0	0	0
大青叶、厚朴花。大青叶。苦。厚朴花。辛,微苦。大青叶。寒。厚朴花。温。大青叶。心,肝,胃,脾。清热,凉血,解毒厚朴花胃,脾,肺行气。	0	0	0
炮姜、石菖蒲。炮姜。苦,辛。石菖蒲。辛,苦。炮姜。温。石菖蒲。微温。炮姜。肝,脾,胃。温经,止泻,止血,温中石菖蒲心,脾,肝开窍,化痰,行气,消肿,止痛,祛风。	0	0	0
大蓟、太子参。大蓟。微苦,甘。太子参。微苦,甘。大蓟。凉。太子参。微寒。大蓟。心,肝。止血,消肿,凉血太子参肺生津。	0	0	0
独活、补骨脂。独活。辛,苦。补骨脂。辛,苦。独活。0。补骨脂。温。独活。膀胱,肾。祛风,止痛,散寒补骨脂脾,心包,肾,胃,肺助阳,温脾,止泻,补肾,平喘,纳气。	0	0	0
阿胶、黄芪。阿胶：甘、平。黄芪：甘、微温。 。阿胶：归肺、肝、肾经。黄芪：归肺、脾经。 阿胶：滋阴补血，安胎。黄芪：生用：益卫固表，利水消肿，托毒，生肌；炙用：补中益气。 。	0	1	-1
牛黄、枸杞子。牛黄。苦,甘。枸杞子。甘。牛黄。凉。枸杞子。平。牛黄。心,肝。清热,开窍,清心,解毒枸杞子肝,肺,肾润肺。	0	0	0
丝瓜络、葱白。丝瓜络。苦。葱白。辛。丝瓜络。凉。葱白。温。丝瓜络。肝,胃,肺。消肿,解毒,通经葱白胃,肺杀虫,通阳,解毒。	0	0	0
炮姜、熟地黄。炮姜。苦,辛。熟地黄。甘。炮姜。温。熟地黄。温。炮姜。肝,脾,胃。温经,止泻,止血,温中熟地黄肝,肾补血,填髓,益精。	0	0	0
瞿麦、萹蓄。瞿麦。苦。萹蓄。苦。瞿麦。寒。萹蓄。微寒。瞿麦。心,肝,膀胱,小肠。通经,活血萹蓄大肠,膀胱通淋,止痒,杀虫,利水。	0	0	0
楮实、木蝴蝶。楮实。甘。木蝴蝶。微苦,甘。楮实。寒。木蝴蝶。微寒。楮实。肝,脾,肾。清肝,利水,明目,健脾木蝴蝶肝,胃,肺生肌,利咽,润肺,疏肝,和胃,敛疮。	0	0	0
甘草梢、紫草。甘草梢。甘。紫草。苦。甘草梢。寒。紫草。寒。甘草梢。心,肝,脾。解毒,通淋,利尿,泻火紫草心活血,解毒,凉血,透疹。	0	0	0
马宝、茵陈蒿。马宝。微苦,甘,咸。茵陈蒿。微苦,微辛。马宝。凉。茵陈蒿。微寒。马宝。心,肝。清热,解毒,化痰茵陈蒿胃,膀胱,脾退黄,清热。	0	0	0
冬葵子、延胡索。冬葵子。甘。延胡索。辛,苦。冬葵子。寒。延胡索。温。冬葵子。肝,大肠,小肠,膀胱,胃,肺。滑肠,通便,下乳,利水,通淋延胡索心,肝,脾,肺,胃活血,理气,散瘀,止痛。	0	0	0
芦根、黄连。芦根。甘。黄连。苦。芦根。寒。黄连。寒。芦根。胃,肺。利尿,透疹,除烦,止呕,生津,清热黄连心,肝,大肠,胃解毒,清热,泻火。	0	0	0
羚羊角、紫草。羚羊角。咸。紫草。苦。羚羊角。寒。紫草。寒。羚羊角。心,肝。明目,清肝,解毒,凉血,平肝紫草心活血,解毒,凉血,透疹。	0	0	0
石斛、川楝子。石斛。甘。川楝子。苦。石斛。微寒。川楝子。0。石斛。肾,胃,肺。滋阴,润肺,明目,强腰,生津,清热川楝子膀胱止痛,杀虫,行气,疏肝。	0	0	0
百部、补骨脂。百部。苦,甘。补骨脂。辛,苦。百部。微温。补骨脂。温。百部。肺。灭虱,止咳,润肺,杀虫补骨脂脾,心包,肾,胃,肺助阳,温脾,止泻,补肾,平喘,纳气。	0	0	0
白术、山药。白术：苦、甘、温。山药：甘、平。 。白术：归脾、胃经。山药：归肺、脾、肾经。 白术：补脾，益胃，燥湿，和中。山药：健脾，补肺，固肾，益精。 。	0	1	-1
白鲜皮、土贝母。白鲜皮。咸,苦。土贝母。苦。白鲜皮。寒。土贝母。凉。白鲜皮。脾,小肠,膀胱,胃,肺。祛风,清热,止痒,解毒土贝母脾,肺清热,散结,化痰。	0	0	0
黄精、石菖蒲。黄精。甘。石菖蒲。辛,苦。黄精。平。石菖蒲。微温。黄精。脾,肺,肾。润肺石菖蒲心,脾,肝开窍,化痰,行气,消肿,止痛,祛风。	0	0	0
楮实、紫苏子。楮实。甘。紫苏子。辛。楮实。寒。紫苏子。温。楮实。肝,脾,肾。清肝,利水,明目,健脾紫苏子大肠,肺润肠,平喘,降气。	0	0	0
土贝母、白及。土贝母。苦。白及。苦,甘,涩。土贝母。凉。白及。寒。土贝母。脾,肺。清热,散结,化痰白及胃,肺消肿,止血,生肌,收敛。	0	0	0
荷梗、百部。荷梗。苦。百部。苦,甘。荷梗。平。百部。微温。荷梗。脾,膀胱。解暑,清热,理气百部肺灭虱,止咳,润肺,杀虫。	0	0	0
炮姜、莱菔子。炮姜。苦,辛。莱菔子。甘,辛。炮姜。温。莱菔子。平。炮姜。肝,脾,胃。温经,止泻,止血,温中莱菔子大肠,肺,胃,脾降气,消食,化痰。	0	0	0
杜仲、葶苈子。杜仲。微辛,甘。葶苈子。辛,苦。杜仲。温。葶苈子。寒。杜仲。肝,肾。补肝,强筋,安胎葶苈子心,肝,肺,胃,膀胱消肿,泻肺,降气,祛痰,利水,平喘。	0	0	0
石灰、川楝子。石灰。涩,苦,辛。川楝子。苦。石灰。温。川楝子。0。石灰。肝。止痒,杀虫,敛疮,止血,解毒川楝子膀胱止痛,杀虫,行气,疏肝。	0	0	0
麻黄根、龙胆草。麻黄根。微苦,甘。龙胆草。苦。麻黄根。平。龙胆草。寒。麻黄根。肺。止汗龙胆草肝,胆定惊,清热。	0	0	0
牛黄、川贝母。牛黄。苦,甘。川贝母。甘。牛黄。凉。川贝母。微寒。牛黄。心,肝。清热,开窍,清心,解毒川贝母心,肺清热,化痰,散结,消肿,止咳,润肺。	0	0	0
藜芦、马鞭草。藜芦。苦,辛。马鞭草。辛,苦。藜芦。寒。马鞭草。微寒。藜芦。肝,胃,肺。杀虫马鞭草肝,脾解毒,消肿,活血,利水,清热,截疟,通经。	0	0	0
肉豆蔻、檀香。肉豆蔻。辛,苦。檀香。辛。肉豆蔻。温。檀香。温。肉豆蔻。大肠,胃,脾。行气,温中,涩肠,消食檀香胃,肺,脾散寒,行气,止痛。	0	0	0
萆薢、佩兰。萆薢。苦。佩兰。辛。萆薢。平。佩兰。平。萆薢。肝,胃,膀胱。祛风佩兰脾,胃解暑,和中,辟秽。	0	0	0
牛黄、桑寄生。牛黄。苦,甘。桑寄生。甘,苦。牛黄。凉。桑寄生。平。牛黄。心,肝。清热,开窍,清心,解毒桑寄生肝,肾补肝,祛风,安胎,强筋。	0	0	0
葱白、珍珠母。葱白。辛。珍珠母。甘,咸。葱白。温。珍珠母。寒。葱白。胃,肺。杀虫,通阳,解毒珍珠母心,肝明目,清肝,平肝,安神,潜阳,定惊。	0	0	0
葱白、龙胆草。葱白。辛。龙胆草。苦。葱白。温。龙胆草。寒。葱白。胃,肺。杀虫,通阳,解毒龙胆草肝,胆定惊,清热。	0	0	0
女贞子、枸杞子。女贞子。苦,甘。枸杞子。甘。女贞子。凉。枸杞子。平。女贞子。肝,肾。明目,清虚热枸杞子肝,肺,肾润肺。	0	0	0
小蓟、牛黄。小蓟。甘,微苦。牛黄。苦,甘。小蓟。凉。牛黄。凉。小蓟。肝,脾。止血,清热,凉血,消肿牛黄心,肝清热,开窍,清心,解毒。	0	0	0
绿豆、珍珠母。绿豆。甘。珍珠母。甘,咸。绿豆。寒。珍珠母。寒。绿豆。心,胃。解毒,利水,清热珍珠母心,肝明目,清肝,平肝,安神,潜阳,定惊。	0	0	0
侧柏叶、熟地黄。侧柏叶。涩,苦。熟地黄。甘。侧柏叶。微寒。熟地黄。温。侧柏叶。肝,大肠,肺。止咳,祛风,祛痰,凉血,止血熟地黄肝,肾补血,填髓,益精。	0	0	0
萆薢、枳壳。萆薢。苦。枳壳。酸,苦。萆薢。平。枳壳。微寒。萆薢。肝,胃,膀胱。祛风枳壳肺,胃,大肠,肝,脾消积,理气,行滞,宽胸。	0	0	0
胡黄连、白附子。胡黄连。苦。白附子。辛,甘。胡黄连。寒。白附子。温。胡黄连。肝,胃,大肠。解毒,泻火,清热白附子肝,胃解毒,通经,祛风。	0	0	0
川贝母、熟地黄。川贝母。甘。熟地黄。甘。川贝母。微寒。熟地黄。温。川贝母。心,肺。清热,化痰,散结,消肿,止咳,润肺熟地黄肝,肾补血,填髓,益精。	0	0	0
大戟、独活。大戟。苦,辛。独活。辛,苦。大戟。寒。独活。0。大戟。膀胱,脾,肺,肾,肝。散结,消肿,泻水,逐饮独活膀胱,肾祛风,止痛,散寒。	0	0	0
茺蔚子、桑寄生。茺蔚子。辛,甘。桑寄生。甘,苦。茺蔚子。微寒。桑寄生。平。茺蔚子。肝。清肝,明目,活血,调经桑寄生肝,肾补肝,祛风,安胎,强筋。	0	0	0
石灰、黄精。石灰。涩,苦,辛。黄精。甘。石灰。温。黄精。平。石灰。肝。止痒,杀虫,敛疮,止血,解毒黄精脾,肺,肾润肺。	0	0	0
白鲜皮、竹叶。白鲜皮。咸,苦。竹叶。淡,甘。白鲜皮。寒。竹叶。寒。白鲜皮。脾,小肠,膀胱,胃,肺。祛风,清热,止痒,解毒竹叶心,胃,肺清热,除烦,利尿,生津。	0	0	0
伏龙肝、小蓟。伏龙肝。辛。小蓟。甘,微苦。伏龙肝。温。小蓟。凉。伏龙肝。肝,胃,脾。温中,止呕,止泻,止血小蓟肝,脾止血,清热,凉血,消肿。	0	0	0
木通、王不留行。木通：苦、凉。王不留行：苦、平。 。木通：归心、小肠、膀胱经。王不留行：归肝、胃经。 木通：泻火行水，通利血脉。王不留行：行血通经，催生下乳，消肿敛疮。 。	0	1	-1
石决明、川贝母。石决明。咸。川贝母。甘。石决明。寒。川贝母。微寒。石决明。肝。清热,明目,平肝川贝母心,肺清热,化痰,散结,消肿,止咳,润肺。	0	0	0
胡黄连、地锦草。胡黄连。苦。地锦草。辛。胡黄连。寒。地锦草。平。胡黄连。肝,胃,大肠。解毒,泻火,清热地锦草肝,膀胱,胃,大肠,肺清热,活血,退黄,解毒,止血。	0	0	0
女贞子、莱菔子。女贞子。苦,甘。莱菔子。甘,辛。女贞子。凉。莱菔子。平。女贞子。肝,肾。明目,清虚热莱菔子大肠,肺,胃,脾降气,消食,化痰。	0	0	0
藜芦、五加皮。藜芦。苦,辛。五加皮。微甘,苦,辛。藜芦。寒。五加皮。温。藜芦。肝,胃,肺。杀虫五加皮肾,肝祛风,补肝,强筋,活血。	0	0	0
大戟、薄荷。大戟。苦,辛。薄荷。辛。大戟。寒。薄荷。凉。大戟。膀胱,脾,肺,肾,肝。散结,消肿,泻水,逐饮薄荷肝,肺利咽,解郁,透疹。	0	0	0
马鞭草、麻黄根。马鞭草。辛,苦。麻黄根。微苦,甘。马鞭草。微寒。麻黄根。平。马鞭草。肝,脾。解毒,消肿,活血,利水,清热,截疟,通经麻黄根肺止汗。	0	0	0
分心木、白附子。分心木。苦,涩。白附子。辛,甘。分心木。平。白附子。温。分心木。肾,脾。止带,止泻,缩尿,止血白附子肝,胃解毒,通经,祛风。	0	0	0
陈皮、桑白皮。陈皮：辛、苦、温。桑白皮：甘、寒。 。陈皮：归脾、肺经。桑白皮：归肺、脾经。 陈皮：燥湿化痰，理气健脾。桑白皮：泻肺平喘，行水消肿。 。	0	1	-1
羚羊角、竹叶。羚羊角。咸。竹叶。淡,甘。羚羊角。寒。竹叶。寒。羚羊角。心,肝。明目,清肝,解毒,凉血,平肝竹叶心,胃,肺清热,除烦,利尿,生津。	0	0	0
罂粟壳、女贞子。罂粟壳。涩,酸。女贞子。苦,甘。罂粟壳。寒。女贞子。凉。罂粟壳。大肠,肺,肾。固肾,止痛,敛肺,涩肠女贞子肝,肾明目,清虚热。	1	0	1
骨碎补、马宝。骨碎补。苦。马宝。微苦,甘,咸。骨碎补。温。马宝。凉。骨碎补。肾,肝。补肾,活血,止痛马宝心,肝清热,解毒,化痰。	0	0	0
粳米、小蓟。粳米。甘。小蓟。甘,微苦。粳米。平。小蓟。凉。粳米。胃,肺,脾。补气,健脾,除烦,止泻小蓟肝,脾止血,清热,凉血,消肿。	0	0	0
白芷、黄芩。白芷：辛、温。黄芩：苦、寒。 。白芷：归肺、胃经。黄芩：归心、肺、胆、大肠经。 白芷：祛风，燥湿，消肿，止痛。黄芩：清热燥湿，止血，安胎。 。	0	1	-1
土贝母、板蓝根。土贝母。苦。板蓝根。苦。土贝母。凉。板蓝根。寒。土贝母。脾,肺。清热,散结,化痰板蓝根肝,胃解毒,凉血,清热,利咽。	0	0	0
竹叶、葱白。竹叶。淡,甘。葱白。辛。竹叶。寒。葱白。温。竹叶。心,胃,肺。清热,除烦,利尿,生津葱白胃,肺杀虫,通阳,解毒。	0	0	0
白术、白芍。白术：苦、甘、温。白芍：苦、酸、微寒。 。白术：归脾、胃经。白芍：归肝、脾经。 白术：补脾，益胃，燥湿，和中。白芍：养血柔肝，缓急止痛，敛阴收汗。 。	0	1	-1
白鲜皮、秦皮。白鲜皮。咸,苦。秦皮。苦,涩。白鲜皮。寒。秦皮。寒。白鲜皮。脾,小肠,膀胱,胃,肺。祛风,清热,止痒,解毒秦皮大肠清热,明目,清肝,平喘,止咳。	0	0	0
蟾酥、粳米。蟾酥。辛。粳米。甘。蟾酥。温。粳米。平。蟾酥。心。消肿,解毒,止痛,辟秽粳米胃,肺,脾补气,健脾,除烦,止泻。	0	0	0
甘草梢、丝瓜络。甘草梢。甘。丝瓜络。苦。甘草梢。寒。丝瓜络。凉。甘草梢。心,肝,脾。解毒,通淋,利尿,泻火丝瓜络肝,胃,肺消肿,解毒,通经。	0	0	0
葱白、佩兰。葱白。辛。佩兰。辛。葱白。温。佩兰。平。葱白。胃,肺。杀虫,通阳,解毒佩兰脾,胃解暑,和中,辟秽。	0	0	0
牛蒡子、肉苁蓉。牛蒡子。辛,苦。肉苁蓉。咸,甘。牛蒡子。寒。肉苁蓉。温。牛蒡子。胃,肺。消肿,透疹,散结,宣肺,解毒,利咽肉苁蓉肾,大肠补肾阳,润肠,益精,益精血,补肾。	0	0	0
茵陈蒿、补骨脂。茵陈蒿。微苦,微辛。补骨脂。辛,苦。茵陈蒿。微寒。补骨脂。温。茵陈蒿。胃,膀胱,脾。退黄,清热补骨脂脾,心包,肾,胃,肺助阳,温脾,止泻,补肾,平喘,纳气。	1	0	1
麻黄、羌活。麻黄：辛、微苦、温。羌活：辛苦、温、无毒。 。麻黄：归肺、膀胱经。羌活：归膀胱、肾、小肠、肝经。 麻黄：发汗，平喘，利水。羌活：散寒解表，通痹止痛。 。	0	1	-1
马鞭草、天花粉。马鞭草。辛,苦。天花粉。微苦,甘。马鞭草。微寒。天花粉。微寒。马鞭草。肝,脾。解毒,消肿,活血,利水,清热,截疟,通经天花粉肺,胃清热,化痰,生津,润肺,消肿。	0	0	0
绿豆、竹叶。绿豆。甘。竹叶。淡,甘。绿豆。寒。竹叶。寒。绿豆。心,胃。解毒,利水,清热竹叶心,胃,肺清热,除烦,利尿,生津。	0	0	0
